query, wos_id, wos_title, PMID, search_result_rank, solr_score,Select
Han B Compton WM Blanco C Crane E Lee J Jones CM. 2017. Prescription Opioid Use Misuse and Use Disorders in U.S. Adults: 2015 National Survey on Drug Use and Health. Ann Intern Med 167(5):293-301.,WOS:000409120400003,"Lee, Jinhee Jones, Christopher M. Crane, Elizabeth Blanco, Carlos Compton, Wilson M. Han, Beth 2017 Prescription Opioid Use, Misuse, and Use Disorders in US Adults: 2015 National Survey on Drug Use and Health ANNALS OF INTERNAL MEDICINE",28761945,1,27.066648,X
Han B Compton WM Blanco C Crane E Lee J Jones CM. 2017. Prescription Opioid Use Misuse and Use Disorders in U.S. Adults: 2015 National Survey on Drug Use and Health. Ann Intern Med 167(5):293-301.,WOS:000409120400001,"Jones, C. M. Crane, E. Han, B. Lee, J. Blanco, C. Compton, W. M. 2017 Prescription Opioid Use, Misuse, and Use Disorders in US Adults ANNALS OF INTERNAL MEDICINE",NA,2,26.4171,X
Center for Behavioral Health Statistics and Quality. (2016). Key substance use and mental health indicators in the United States: Results from the 2015 National Survey on Drug Use and Health (HHS Publication No. SMA 16 4984 NSDUH Series H-51). Retrieved from http://www.samhsa.gov/data/.,WOS:A1997XW09700020,"Ramirez, SL Brett, KM 1997 Women's health care needs and use: Data from the National Center for Health Statistics JOURNAL OF WOMENS HEALTH",9279829,1,17.391832,
Center for Behavioral Health Statistics and Quality. (2016). Key substance use and mental health indicators in the United States: Results from the 2015 National Survey on Drug Use and Health (HHS Publication No. SMA 16 4984 NSDUH Series H-51). Retrieved from http://www.samhsa.gov/data/.,WOS:000303332500003,"Ford, Jason A. Hill, Terrence D. 2012 Religiosity and Adolescent Substance Use: Evidence From the National Survey on Drug Use and Health SUBSTANCE USE & MISUSE",22443107,2,17.311193,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on Drug Use and Health: Detailed Tables. Section 1 Tables and Table 5.17A. Retrieved from https://www.samhsa.gov/data/sites/default/files/NSDUH-DetTabs-2016/NSDUH-DetTabs-2016.pdf accessed on October 26 2017.,WOS:000253360100013,"Lipsky, Sherry Caetano, Raul 2007 Impact of intimate partner violence on unmet need for mental health care: Results from the NSDUH PSYCHIATRIC SERVICES",17535943,1,16.595222,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on Drug Use and Health: Detailed Tables. Section 1 Tables and Table 5.17A. Retrieved from https://www.samhsa.gov/data/sites/default/files/NSDUH-DetTabs-2016/NSDUH-DetTabs-2016.pdf accessed on October 26 2017.,WOS:000262810600836,"Gfroerer, J. 2008 CURRENT PATTERNS OF SUBSTANCE ABUSE AMONG OLDER ADULTS: RESULTS FROM THE NATIONAL SURVEY ON DRUG USE AND HEALTH GERONTOLOGIST",NA,2,16.511047,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on,WOS:A1988Q405900001,"GOLDMAN, W 1988 MENTAL-HEALTH AND SUBSTANCE ABUSE SERVICES IN HMOS ADMINISTRATION IN MENTAL HEALTH",NA,1,12.508306,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on,WOS:000227771300009,"Cavanaugh, DA 2005 Substance abuse and mental health services for children and adolescents ADMINISTRATION AND POLICY IN MENTAL HEALTH",15844859,2,11.405978,
Sullivan MD Edlund MJ Zhang L Unutzer J Wells KB. 2006. Association between mental health disorders problem drug use and regular prescription opioid use. Arch Intern Med. 166(19):2087-93.,WOS:000241467500004,"Edlund, Mark J. Zhang, Lily Unuetzer, Juergen Wells, Kenneth B. Sullivan, Mark D. 2006 Association between mental health disorders, problem drug use, and regular prescription opioid use ARCHIVES OF INTERNAL MEDICINE",17060538,1,22.37845,X
Sullivan MD Edlund MJ Zhang L Unutzer J Wells KB. 2006. Association between mental health disorders problem drug use and regular prescription opioid use. Arch Intern Med. 166(19):2087-93.,WOS:000234355900011,"Steffick, D Edlund, MJ Sullivan, MD Unutzer, H 2005 Regular use of prescribed opioids: Association with common psychiatric disorders PAIN",16298066,2,17.073359,
Barry DT Goulet JL Kerns RK Becker WC Gordon AJ Justice AC Fiellin DA. 2011 May. Nonmedical use of prescription opioids and pain in veterans with and without HIV. Pain. 152(5):1133-8.,WOS:000289507500027,"Gordon, Adam J. Gordon, Adam J. Fiellin, David A. Gordon, Adam J. Becker, William C. Kerns, Robert K. Goulet, Joseph L. Goulet, Joseph L. Barry, Declan T. Barry, Declan T. Justice, Amy C. Justice, Amy C. 2011 Nonmedical use of prescription opioids and pain in veterans with and without HIV PAIN",21354703,1,25.199114,X
Barry DT Goulet JL Kerns RK Becker WC Gordon AJ Justice AC Fiellin DA. 2011 May. Nonmedical use of prescription opioids and pain in veterans with and without HIV. Pain. 152(5):1133-8.,WOS:000331939301295,"Fiellin, David A. Fiellin, Lynn E. Edelman, E. J. Kerns, Robert Goulet, Joseph L. Becker, William Becker, William Goulet, Joseph L. Kerns, Robert Gordon, Adam Gordon, Kirsha S. Crystal, Stephen Justice, Amy C. Justice, Amy C. 2013 TRENDS AND CORRELATES OF OPIOID ANALGESIC RECEIPT AMONG VETERANS WITH AND WITHOUT HIV: 1999-2010 JOURNAL OF GENERAL INTERNAL MEDICINE",NA,2,15.407146,
Galanter M Dermatis H Sampson C. 2014. Narcotics anonymous: a comparison of military veterans and nonveterans. J Addict Dis. 33(3):187-95.,WOS:000344456900002,"Galanter, Marc Dermatis, Helen Sampson, Cristal Galanter, Marc 2014 Narcotics Anonymous: A Comparison of Military Veterans and Non-Veterans JOURNAL OF ADDICTIVE DISEASES",25115224,1,20.857578,X
Galanter M Dermatis H Sampson C. 2014. Narcotics anonymous: a comparison of military veterans and nonveterans. J Addict Dis. 33(3):187-95.,WOS:000321688100016,"Dermatis, H. Galanter, M. Santucci, C. Post, S. 2013 Narcotics Anonymous: Abstinence from Drugs of Abuse in a Community-Based Fellowship SUBSTANCE ABUSE",NA,2,12.955712,
Kaltenbach K Berghella V Finnegan L. 1998. Opioid dependence during pregnancy. Effects and management. Obstet Gynecol Clin North Am 25(1):139-51.,WOS:000072660700009,"Finnegan, L Berghella, V Kaltenbach, K 1998 Opioid dependence during pregnancy - Effects and management OBSTETRICS AND GYNECOLOGY CLINICS OF NORTH AMERICA",9547764,1,21.549854,X
Kaltenbach K Berghella V Finnegan L. 1998. Opioid dependence during pregnancy. Effects and management. Obstet Gynecol Clin North Am 25(1):139-51.,WOS:000222414100097,"Berghella, V Kaltenbach, K 2004 Improving the management of opioid-dependent pregnancies - Reply AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY",NA,2,11.011097,
Becker WC Sullivan LE Tetrault JM Desai RA Fiellin DA. 2008. Non-medical use abuse and dependence on,WOS:000253929700005,"Fiellin, David A. Sullivan, Lynn E. Becker, William C. Desai, Rani A. Tetrault, Jeanette M. 2008 Non-medical use, abuse and dependence on prescription opioids among US adults: Psychiatric, medical and substance use correlates DRUG AND ALCOHOL DEPENDENCE",18063321,1,16.085428,X
Becker WC Sullivan LE Tetrault JM Desai RA Fiellin DA. 2008. Non-medical use abuse and dependence on,WOS:000252318800015,"Desai, Rani A. Concato, John Becker, William C. Tetrault, Jeanette M. Fiellin, David A. Concato, John Sullivan, Lynn E. Tetrault, Jeanette M. 2008 Gender and non-medical use of prescription opioids: results from a national US survey ADDICTION",18042194,2,12.697804,
prescription opioids among U.S. adults: psychiatric medical and substance use correlates. Drug Alcohol Depend 94(1-3):38-47.,WOS:000253929700005,"Fiellin, David A. Sullivan, Lynn E. Becker, William C. Desai, Rani A. Tetrault, Jeanette M. 2008 Non-medical use, abuse and dependence on prescription opioids among US adults: Psychiatric, medical and substance use correlates DRUG AND ALCOHOL DEPENDENCE",18063321,1,15.237011,
prescription opioids among U.S. adults: psychiatric medical and substance use correlates. Drug Alcohol Depend 94(1-3):38-47.,WOS:000249653600020,"Desai, Rani A. Becker, William C. Fiellin, David A. 2007 Non-medical use, abuse and dependence on sedatives and tranquilizers among US adults: Psychiatric and socio-demographic correlates DRUG AND ALCOHOL DEPENDENCE",17544227,2,11.04999,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on,WOS:A1988Q405900001,"GOLDMAN, W 1988 MENTAL-HEALTH AND SUBSTANCE ABUSE SERVICES IN HMOS ADMINISTRATION IN MENTAL HEALTH",NA,1,12.508306,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on,WOS:000227771300009,"Cavanaugh, DA 2005 Substance abuse and mental health services for children and adolescents ADMINISTRATION AND POLICY IN MENTAL HEALTH",15844859,2,11.405978,
Wu LT Zhu H Swartz MS. 2016 Dec 1. Treatment utilization among persons with opioid use disorder in the United States. Drug Alcohol Depend. 169:117-127.,WOS:000390965200018,"Wu, Li-Tzy Wu, Li-Tzy Wu, Li-Tzy Swartz, Marvin S. Wu, Li-Tzy Zhu, He 2016 Treatment utilization among persons with opioid use disorder in the United States DRUG AND ALCOHOL DEPENDENCE",27810654,1,19.256556,X
Wu LT Zhu H Swartz MS. 2016 Dec 1. Treatment utilization among persons with opioid use disorder in the United States. Drug Alcohol Depend. 169:117-127.,WOS:000407666100021,"Swartz, Marvin S. Mannelli, Paolo Wu, Li-Tzy Wu, Li-Tzy Wu, Li-Tzy Wu, Li-Tzy Zhu, He 2017 Prevalence and correlates of treatment utilization among adults with cannabis use disorder in the United States DRUG AND ALCOHOL DEPENDENCE",28599214,2,14.404837,
Katzman JG Fore C Bhatt S Greenberg N Griffin Salvador J Comerci GC Camarata C Marr L Monette R Arora S Bradford A Taylor D Dillow J Karol S. 2016 Aug. Evaluation of American Indian Health Service Training in Pain Management and Opioid Substance Use Disorder. Am J Public Health. 106(8):1427-9.,WOS:000384981200035,"Bhatt, Snehal Katzman, Joanna G. Dillow, Jenny Taylor, Denise Salvador, Julie Gnffin Bradford, Andrea Comerci, George C. Camarata, Christopher Arora, Sanjeev Monette, Rebecca Marr, Lisa Karol, Susan Greenberg, Nina Fore, Chris 2016 Evaluation of American Indian Health Service Training in Pain Management and Opioid Substance Use Disorder AMERICAN JOURNAL OF PUBLIC HEALTH",27196642,1,35.912987,X
Katzman JG Fore C Bhatt S Greenberg N Griffin Salvador J Comerci GC Camarata C Marr L Monette R Arora S Bradford A Taylor D Dillow J Karol S. 2016 Aug. Evaluation of American Indian Health Service Training in Pain Management and Opioid Substance Use Disorder. Am J Public Health. 106(8):1427-9.,WOS:000341811000029,"Duhigg, Daniel Kalishman, Summers Marr, Lisa Camarata, Chris Katzman, Joanna G. Geppert, Cynthia M. A. Taylor, Denise E. Comerci, George D. Koshkin, Eugene Dillow, Jennifer Landen, Michael Loring, Larry Jenkusky, Steven M. Arora, Sanjeev 2014 Rules and Values: A Coordinated Regulatory and Educational Approach to the Public Health Crises of Chronic Pain and Addiction AMERICAN JOURNAL OF PUBLIC HEALTH",24922121,2,16.623827,
O'Donnell JK Halpin J Mattson CL Goldberger BA Gladden RM. Deaths Involving Fentanyl Fentanyl Analogs and U-47700 -- 10 States July-December 2016. MMWR Morb Mortal Wkly Rep. ePub: 27 October 2017. DOI: http://dx.doi.org/10.15585/mmwr.mm6643e1,WOS:000382135300002,"Seth, Puja Martinez, Pedro Gladden, R. Matthew 2016 Fentanyl Law Enforcement Submissions and Increases in Synthetic Opioid-Involved Overdose Deaths-27 States, 2013-2014 MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",27560775,1,13.518165,
O'Donnell JK Halpin J Mattson CL Goldberger BA Gladden RM. Deaths Involving Fentanyl Fentanyl Analogs and U-47700 -- 10 States July-December 2016. MMWR Morb Mortal Wkly Rep. ePub: 27 October 2017. DOI: http://dx.doi.org/10.15585/mmwr.mm6643e1,WOS:000081722900019,"Talan, DA Pinner, RW Moran, GJ 1999 Bioterrorism alleging use of anthrax and interim guidelines for management - United States, 1998 (Reprinted from MMWR Morb Mortal Wkly Rep, vol 48, pg 69-74, 1999) ANNALS OF EMERGENCY MEDICINE",NA,2,11.823215,
Logan BK Mohr ALA Friscia M Krotulski AJ Papsun DM Kacinko SL Ropero-Miller JD Huestis MA. 2017.,WOS:000409184600001,"Ropero-Miller, Jeri D. Kacinko, Sherri L. Friscia, Melissa Mohr, Amanda L. A. Papsun, Donna M. Krotulski, Alex J. Logan, Barry K. Logan, Barry K. Huestis, Marilyn A. Huestis, Marilyn A. 2017 Reports of Adverse Events Associated with Use of Novel Psychoactive Substances, 2013-2016: A Review JOURNAL OF ANALYTICAL TOXICOLOGY",28459969,1,18.561296,X
Logan BK Mohr ALA Friscia M Krotulski AJ Papsun DM Kacinko SL Ropero-Miller JD Huestis MA. 2017.,WOS:000392824400001,"Papsun, Donna Friscia, Melissa Mohr, Amanda L. A. Logan, Barry K. Buzby, David Kacinko, Sherri L. Logan, Barry K. 2016 Analysis of Novel Synthetic Opioids U-47700, U-50488 and Furanyl Fentanyl by LC-MS/MS in Postmortem Casework JOURNAL OF ANALYTICAL TOXICOLOGY",27590036,2,10.686838,
Reports of adverse events associated with use of novel psychoactive substances 2013 -2016: A review. J Anal Toxicol 41(7):573-610.,WOS:000409184600001,"Ropero-Miller, Jeri D. Kacinko, Sherri L. Friscia, Melissa Mohr, Amanda L. A. Papsun, Donna M. Krotulski, Alex J. Logan, Barry K. Logan, Barry K. Huestis, Marilyn A. Huestis, Marilyn A. 2017 Reports of Adverse Events Associated with Use of Novel Psychoactive Substances, 2013-2016: A Review JOURNAL OF ANALYTICAL TOXICOLOGY",28459969,1,12.131662,
Reports of adverse events associated with use of novel psychoactive substances 2013 -2016: A review. J Anal Toxicol 41(7):573-610.,WOS:000326239200005,"Sumnall, Harry Evans-Brown, Michael J. McVeigh, James 2013 Epidemiology of Use of Novel Psychoactive Substances NOVEL PSYCHOACTIVE SUBSTANCES: CLASSIFICATION, PHARMACOLOGY AND TOXICOLOGY",NA,2,10.684596,
Cicero TJ Ellis MS Kasper ZA. Increases in self-reported fentanyl use among a population entering drug treatment: The need for systematic surveillance of illicitly manufactured opioids. Drug Alcohol Depend. 2017 Aug 1;177:101-103.,WOS:000407666100014,"Cicero, Theodore J. Kasper, Zachary A. Ellis, Matthew S. 2017 Increases in self-reported fentanyl use among a population entering drug treatment: The need for systematic surveillance of illicitly manufactured opioids DRUG AND ALCOHOL DEPENDENCE",28582697,1,32.630665,X
Cicero TJ Ellis MS Kasper ZA. Increases in self-reported fentanyl use among a population entering drug treatment: The need for systematic surveillance of illicitly manufactured opioids. Drug Alcohol Depend. 2017 Aug 1;177:101-103.,WOS:000183622000008,"Arfken, CL Cicero, TJ 2003 Postmarketing surveillance for drug abuse DRUG AND ALCOHOL DEPENDENCE",12759200,2,14.088265,
O'Donnell JK Halpin J Mattson CL Goldberger BA Gladden RM. Deaths Involving Fentanyl Fentanyl Analogs and U-47700 -- 10 States July-December 2016. MMWR Morb Mortal Wkly Rep. ePub: 27 October 2017. DOI: http://dx.doi.org/10.15585/mmwr.mm6643e1,WOS:000382135300002,"Seth, Puja Martinez, Pedro Gladden, R. Matthew 2016 Fentanyl Law Enforcement Submissions and Increases in Synthetic Opioid-Involved Overdose Deaths-27 States, 2013-2014 MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",27560775,1,13.518165,
O'Donnell JK Halpin J Mattson CL Goldberger BA Gladden RM. Deaths Involving Fentanyl Fentanyl Analogs and U-47700 -- 10 States July-December 2016. MMWR Morb Mortal Wkly Rep. ePub: 27 October 2017. DOI: http://dx.doi.org/10.15585/mmwr.mm6643e1,WOS:000081722900019,"Talan, DA Pinner, RW Moran, GJ 1999 Bioterrorism alleging use of anthrax and interim guidelines for management - United States, 1998 (Reprinted from MMWR Morb Mortal Wkly Rep, vol 48, pg 69-74, 1999) ANNALS OF EMERGENCY MEDICINE",NA,2,11.823215,
Klar SA Brodkin E Gibson E Padhi S Predy C Green C Lee V. Notes from the Field: Furanyl-Fentanyl Overdose Events Caused by Smoking Contaminated Crack Cocaine - British Columbia Canada July 15-18 2016. MMWR Morb Mortal Wkly Rep. 2016 Sep 23;65(37):1015-1016.,WOS:000386686400004,"Klar, S. A. Gibson, E. Padhi, S. Predy, C. Green, C. Lee, V. Brodkin, E. 2016 Furanyl-fentanyl overdose events caused by smoking contaminated crack cocaine - British Columbia, Canada, July 15-18, 2016 HEALTH PROMOTION AND CHRONIC DISEASE PREVENTION IN CANADA-RESEARCH POLICY AND PRACTICE",NA,1,37.253216,
Klar SA Brodkin E Gibson E Padhi S Predy C Green C Lee V. Notes from the Field: Furanyl-Fentanyl Overdose Events Caused by Smoking Contaminated Crack Cocaine - British Columbia Canada July 15-18 2016. MMWR Morb Mortal Wkly Rep. 2016 Sep 23;65(37):1015-1016.,WOS:000384275600006,"Klar, Salman A. Padhi, Shovita Gibson, Erin Predy, Christine Lee, Victoria Brodkin, Elizabeth Green, Corey 2016 Furanyl-Fentanyl Overdose Events Caused by Smoking Contaminated Crack Cocaine - British Columbia, Canada, July 15-18, 2016 MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",NA,2,36.087833,X
Fabregat-Safont D Carbon X Ventura M Fornis I Guillamon E Sancho JV Hernandez F Ibanez M. 2017. Updating the list of known opioids through identification and characterization of the new opioid derivative 34 dichloro-N-(2-(diethylamino)cyclohexyl)-N-methylbenzamide (U-49900). Sci Rep 7(1):6338.,WOS:000406260800051,"Ventura, M. Carbon, X. Fabregat-Safont, D. Ibanez, M. Hernandez, F. Sancho, J. V. Guillamon, E. Fornis, I. 2017 Updating the list of known opioids through identification and characterization of the new opioid derivative 3,4-dichloro-N-(2-(diethylamino) cyclohexyl)-N-methylbenzamide (U-49900) SCIENTIFIC REPORTS",28740128,1,45.070473,X
Fabregat-Safont D Carbon X Ventura M Fornis I Guillamon E Sancho JV Hernandez F Ibanez M. 2017. Updating the list of known opioids through identification and characterization of the new opioid derivative 34 dichloro-N-(2-(diethylamino)cyclohexyl)-N-methylbenzamide (U-49900). Sci Rep 7(1):6338.,WOS:000405803400013,"Ventura, M. Gil, C. Fornis, I. Ibanez, M. Calzada, N. Fabregat-Safont, D. Sancho, J. V. Hernandez, F. 2017 Identification and characterization of a putative new psychoactive substance, 2-(2-(4-chlorophenyl)acetamido)-3-methylbutanamide, in Spain DRUG TESTING AND ANALYSIS",28266810,2,21.799114,
Zawilska JB. An Expanding World of Novel Psychoactive Substances: Opioids. Front Psychiatry. 2017 Jun 30;8:110. doi: 10.3389/fpsyt.2017.00110.,WOS:000404781900001,"Zawilska, Jolanta B. 2017 An expanding world of Novel Psychoactive Substances: Opioids FRONTIERS IN PSYCHIATRY",28713291,1,20.369137,X
Zawilska JB. An Expanding World of Novel Psychoactive Substances: Opioids. Front Psychiatry. 2017 Jun 30;8:110. doi: 10.3389/fpsyt.2017.00110.,WOS:000405618000013,"Zawilska, Jolanta B. Zawilska, Jolanta B. 2015 Legal Highs - An Emerging Epidemic of Novel Psychoactive Substances NEUROPSYCHIATRIC COMPLICATIONS OF STIMULANT ABUSE",26070762,2,10.715899,
Fleming SW Cooley JC Johnson L Frazee CC Domanski K Kleinschmidt K Garg U. A nalysis of U-47700 a Novel Synthetic Opioid in Human Urine by LC-MS-MS and LC-QToF. J Anal Toxicol. 2017 Apr 1;41(3):1730.,WOS:000404528000002,"Cooley, Justin C. Domanski, Kristina Frazee, C. Clinton Garg, Uttam Johnson, Leonard Garg, Uttam Kleinschmidt, Kurt Kleinschmidt, Kurt Fleming, Steven W. 2017 Analysis of U-47700, a Novel Synthetic Opioid, in Human Urine by LC-MS-MS and LC-QToF JOURNAL OF ANALYTICAL TOXICOLOGY",28035035,1,31.481632,X
