pmid_int,wos_id,grant_number,grant_organization,country,Agencies,,
20338029,WOS:000276496700001,2006Z09-012,Science and Technology Bureau of Sichuan Province,China,18,,
20338029,WOS:000276496700001,2007SGY018,Science and Technology Bureau of Sichuan Province,China,18,,
20338029,WOS:000276496700001,2009SZ0152,Science and Technology Bureau of Sichuan Province,China,18,,
20487543,WOS:000278366500002,2006Z09-012,Science and Technology Bureau of Sichuan Province,China,18,,
20487543,WOS:000278366500002,2007SGY018,Science and Technology Bureau of Sichuan Province,China,18,,
20487543,WOS:000278366500002,2009SZ0152,Science and Technology Bureau of Sichuan Province,China,18,,
19602033,WOS:000282874000017,2008C33013,Science and Technology Bureau of Zhejiang Province,China,12,,
20514051,WOS:000281601600002,08PJ14110,Science and Technology Commission of Shanghai Municipality,China,14,,
19900843,WOS:000274909600004,07JC14045,"Science and Technology Commission of Shanghai Municipality, China",China,14,,
NA,WOS:000263441500005,2006C23009,Science and Technology Department of Zhejiang Province,China,12,,
20718783,WOS:000281709100015,30600234,Science Project of Shenzhen,China,19,,
21725601,WOS:000293435300035,2008CBD142,"scientific and technological project of Hubei Province, China",China,13,,
20079789,WOS:000276040800002,2007126,Shanghai Board of Health Foundation,China,14,,
20079789,WOS:000276040800002,2008Y019,Shanghai Board of Health Foundation,China,14,,
20079789,WOS:000276040800002,08ZR1416100,Shanghai commission of Science and Technology,China,14,,
18825748,WOS:000260693500012,05DZ22106,Shanghai Committee of Science and Technology,China,14,,
19109141,WOS:000262057200018,08QA 14002,Shanghai Committee of Science and Technology,China,14,,
20079789,WOS:000276040800002,08-A08,Shanghai Institute of Immunology,China,14,,
20079789,WOS:000276040800002,09XJ21063,Shanghai JiaoTong University,China,14,,
20079789,WOS:000276040800002,2009HX002,Shanghai JiaoTong University,China,14,,
20079789,WOS:000276040800002,09YZ104,Shanghai Municipal Education Commission,China,14,,
20079789,WOS:000276040800002,J50207,Shanghai Municipal Education Commission,China,14,,
21601305,WOS:000296684300006,09QA1401200,Shanghai Rising-Star Program,China,14,,
21695462,WOS:000293405300037,10JC1419200,Shanghai Science and Technology Committee,China,14,,
21414236,WOS:000289067900001,09JC1412900,Shanghai Science and Technology Developing Fund,China,14,,
21414236,WOS:000289067900001,08ZR1420900,Shanghai Science and Technology Developing Fund,China,14,,
20981092,WOS:000283548600039,ZYC200903240080A,Shenzhen Municipal Government of China,China,19,,
20981092,WOS:000283548600039,ZYC200903240076A,Shenzhen Municipal Government of China,China,19,,
20981092,WOS:000283548600039,ZYC200903240077A,Shenzhen Municipal Government of China,China,19,,
20981092,WOS:000283548600039,JC200903190772A,Shenzhen Municipal Government of China,China,19,,
20981092,WOS:000283548600039,JC200903190767A,Shenzhen Municipal Government of China,China,19,,
20981092,WOS:000283548600039,CXB200903110066A,Shenzhen Municipal Government of China,China,19,,
20221635,WOS:000285784500007,BS2007077,Social Development Project of Science Technology of Jiangsu Province,China,2,,
20501849,WOS:000278749600008,Z2009005,Special Research Foundation for Universities affiliated with China Ministry of Education,China,6,,
19329213,WOS:000266384600019,2008ZX10002-019,The Ministry of Health of PR China,China,6,,
19216806,WOS:000264475200002,XG200361,Third Military Medical University,China,14,,
18828017,WOS:000263671400005,06ZHCXSH04800,Tianjin,China,4,,
18828017,WOS:000263671400005,07JCZDJC03300,Tianjin,China,4,,
19170230,WOS:000264918700017,10207989,University of Hong Kong,China,3,,
19333000,WOS:000266118900027,94TMU-WFH-214,Wan Fang Hospital,China,2,,
19166932,WOS:000264521300007,CI-95-13,Yen-Tjing-Ling Medical Foundation,China,1,,
19166932,WOS:000264521300007,CI-94-8,Yen-Tjing-Ling Medical Foundation,China,1,,
18981294,WOS:000263723700014,1115-05-16784,"Grant Colciencias (Bogota, Colombia)",Colombia,1,,
19232485,WOS:000266153600034,AVOZ50040702,Academy of Sciences of the Czech Republic,Czechia,6,,
19232485,WOS:000266153600034,AVOZ50040507,Academy of Sciences of the Czech Republic,Czechia,6,,
19232485,WOS:000266153600034,301/06/0912,Agency of the Czech Republic,Czechia,5,,
19201654,WOS:000263711200015,21620849,Czech Ministry of Education,Czechia,2,,
19383352,WOS:000264062400003,MSM6198959216,Czech Ministry of Education,Czechia,2,,
20822526,WOS:000282265700003,LC06061,"Czech Ministry of Education, Youth and Sport (Research Center)",Czechia,2,,
20822526,WOS:000282265700003,MSM0021620858,"Czech Ministry of Education, Youth and Sport (Research Center)",Czechia,2,,
19183242,WOS:000275639700037,grant NR 8883-3,Czech Ministry of Health,Czechia,5,,
19115689,WOS:000260301200011,NR 8874-3,"Czech Ministry of Health, IGA",Czechia,5,,
18955563,WOS:000265052300008,LC06027,Czech Republic,Czechia,4,,
18955563,WOS:000265052300008,MSM0021622434,Czech Republic,Czechia,4,,
20822526,WOS:000282265700003,202/08/0590,Grant Agency of the Czech Republic,Czechia,4,,
19232485,WOS:000266153600034,NS/9813-4,Internal Grant Agency of the Czech Ministry of Health,Czechia,3,,
19018867,WOS:000262347300007,NR8445-3/2005,Internal Grant Agency of the Ministry of Health of the Czech Republic,Czechia,3,,
19183242,WOS:000275639700037,MSM 0021620813,"Ministry of Education, Youth and Sports of The Czech Republic",Czechia,2,,
19183242,WOS:000275639700037,1M0505,"Ministry of Education, Youth and Sports of The Czech Republic",Czechia,2,,
19190132,WOS:000263851900029,MSM6198959216,Ministry of School and Education of the Czech Republic grant,Czechia,1,,
19543285,WOS:000267442900022,2005-1-641,Carlsberg Foundation,Denmark,1,,
19543285,WOS:000267442900022,DP06031,Danish Cancer Society,Denmark,2,,
18342942,WOS:000259071300027,EU 508803,BIOPAT-rERN EU Network of Excellence,EU,1,,
19219027,WOS:000265182500045,ALTF 336-2004,EMBO,EU,2,,
18757193,WOS:000261562700014,SU10 CA11488-37,EORTC Charitable Trust,EU,3,,
18757193,WOS:000261562700014,3U10 CA11488-18S1,EORTC Charitable Trust,EU,3,,
18843576,WOS:000260171100009,LSHC-CT-2004-503569,EU,EU,4,,
19499521,WOS:000267481400024,INNOCHEM 518187,EU,EU,4,,
20736326,WOS:000282877700019,LSHB-CT-2004-512074,EU,EU,4,,
19482086,WOS:000273195400007,TUMIC 2008-201662,EU,EU,4,,
20609353,WOS:000280032100010,LSHG-CT-2007-037665,EU,EU,4,,
19837037,WOS:000270857500019,Marie Curie MEIF-CT-2006-039237,EU,EU,4,,
20736326,WOS:000282877700019,LSHC-CT-2006-518234,EU,EU,4,,
20566893,WOS:000282369700015,LSHB-CT-2004-512074,EU,EU,4,,
19118032,WOS:000262229800008,LSHM-CT-2005-518230,EU,EU,4,,
19169796,WOS:000264476600003,BRECOSM LSHC-CT-2004-503224,EU,EU,4,,
18843576,WOS:000260171100009,LSBH-CT-06-018933,EU,EU,4,,
19738166,WOS:000270709900009,218071,EU,EU,4,,
19169796,WOS:000264476600003,TUMIC 2008-201662,EU,EU,4,,
19135894,WOS:000262318400020,LSH-CT-2003-503496,EU,EU,4,,
19837037,WOS:000270857500019,FP7 MOLPARK,EU,EU,4,,
19482086,WOS:000273195400007,LSHG-CT-2004-503573,EU,EU,4,,
18843576,WOS:000260171100009,LSHB-CT-2005-512146,EU,EU,4,,
19738166,WOS:000270709900009,37297,EU,EU,4,,
19436292,WOS:000266517600007,QLK3-CT-2002-02010,EU,EU,4,,
20981092,WOS:000283548600039,242257,EU,EU,4,,
19671853,WOS:000269024900024,518234,"EU 6th Framework ""Cancer Immunotherapy""",EU,4,,
20204387,WOS:000280258500013,LSHB-CT-2004-512074,EU Cancerimmunotherapy,EU,4,,
20204387,WOS:000280258500013,LSHC-CT-2006-518234,EU Cancerimmunotherapy,EU,4,,
18504432,WOS:000259280800011,37297,EU FP6,EU,4,,
19001320,WOS:000261528200010,37297,EU FP6 MCSCs,EU,4,,
19509353,WOS:000267225000009,LSHC-CT-2007-037665,EU FP6 Program,EU,4,,
19153669,WOS:000264476600013,37297,EU MCSC,EU,4,,
18798265,WOS:000261112900007,LSHC-CT-2005-518417,EU-EPITRON,EU,4,,
19125020,WOS:000262336300011,LSHG-CT-2004-503573,EU-FP6 framework program,EU,4,,
19125020,WOS:000262336300011,LSHC-CT-2004-503224,EU-FP6 framework program,EU,4,,
18798265,WOS:000261112900007,LSHC-CT_204504587,EU-PRIMA,EU,4,,
19533748,WOS:000269392700016,LSHC-CT-2004-503306,European Commission,EU,4,,
19946335,WOS:000274912100001,202230,European Commission,EU,4,,
21926416,WOS:000297242100020,LSHC-CT-2006-018702,European Commission,EU,4,,
19956718,WOS:000272827500007,LSHP-CT-2003-503367,European Commission,EU,4,,
20889925,WOS:000285963900016,QLK3-1999-01 262,European Commission,EU,4,,
20207124,WOS:000277811800012,202230,European Commission,EU,4,,
18563177,WOS:000261062500018,LSMH-CT-005264,European Commission,EU,4,,
20047953,WOS:000279473100001,LSH-CT-2006-037731,European Commission,EU,4,,
21083380,WOS:000284832900006,HEALTH-F2-2008-202230,European Commission,EU,4,,
20047953,WOS:000279473100001,LSH-CT-2003-506803,European Commission,EU,4,,
19258510,WOS:000264541300066,202230,European Commission,EU,4,,
21300890,WOS:000287580400051,213250,European Commission,EU,4,,
21983785,WOS:000296584000016,LSHC-CT-2006-018702,European Commission,EU,4,,
18792098,WOS:000262010600022,LSHC-CT-2006-018702,European Commission,EU,4,,
19909745,WOS:000276091800032,202230,European Commission,EU,4,,
19305396,WOS:000265394400013,LSHG-CT-2005-005203 MUGEN,European Commission,EU,4,,
21983787,WOS:000296584000015,LSHC-CT-2006-018702,European Commission,EU,4,,
19641204,WOS:000268443900008,FP7-ICT-2007-216088,European Commission,EU,4,,
19920355,WOS:000272386400009,LSHB-CT-2005-018681,European Commission,EU,4,,
19578369,WOS:000268141400014,LSB-CT-2005-518167,European Commission,EU,4,,
20626350,WOS:000280625400001,223151,European Commission,EU,4,,
19305396,WOS:000265394400013,LSB-CT-2005-518167 IINOCHEM,European Commission,EU,4,,
21303976,WOS:000287352600009,202230,European Commission,EU,4,,
19858404,WOS:000272652700017,202230,European Commission,EU,4,,
18981294,WOS:000263723700014,SP23-CT-2005-006411,"European Commission (Brussels, Belgium)",EU,4,,
18981294,WOS:000263723700014,HEALTH-F2-2008-201549,"European Commission (Brussels, Belgium)",EU,4,,
18981294,WOS:000263723700014,MEXT-CT-2006-042316,"European Commission (Brussels, Belgium)",EU,4,,
19151717,WOS:000263091300024,LSHC-CT-2005-018827,European Commission (POLYGENE),EU,4,,
19672903,WOS:000269396100019,LSB-CT-2005-518167,European Commission FP6 program,EU,4,,
18595775,WOS:000258734100012,QL61-CT-2001-01918,European Commission of the Fifth Framework Program,EU,4,,
21177412,WOS:000287913200023,LSHC-CT-2006-518234,European Community,EU,4,,
20635880,WOS:000280333000003,37874,European Community,EU,4,,
20889925,WOS:000285963900016,18914,European community,EU,4,,
20018763,WOS:000273559200035,LSHG-CT-2005-005203,European Community,EU,4,,
19650904,WOS:000269544900001,18685,European community,EU,4,,
20651071,WOS:000283583700017,LSHB-2003-503337,European Community,EU,4,,
21177412,WOS:000287913200023,LSHB-CT-2004-512074,European Community,EU,4,,
18688285,WOS:000258936500017,QLK3-CT-2001-00427,European Community,EU,4,,
19553639,WOS:000270138600019,LSHB-CT2004-503319,European Community,EU,4,,
19996290,WOS:000272920500030,37874,European Community,EU,4,,
20122868,WOS:000275541600004,18914,European community,EU,4,,
19224638,WOS:000264683500035,LSHC-2005-518234,European Community,EU,4,,
19219027,WOS:000265182500045,MEIF-CT-2005-009205,European Community,EU,4,,
18675345,WOS:000259378600013,LSHB-CT-2004-503319,European Community,EU,4,,
21556030,WOS:000291302400007,HEALTH-F2-2010-260338-ALLFUN,European Community,EU,4,,
21281961,WOS:000288018400038,HEALTH-F2-2010-260338-ALLFUN,European Community,EU,4,,
18688285,WOS:000258936500017,5242,European Community,EU,4,,
20170491,WOS:000275732000001,37874,European Community,EU,4,,
19062317,WOS:000262012400013,MUGEN LSHG-CT-2005-005203,European Community,EU,4,,
20427762,WOS:000278439600036,224851,European Community,EU,4,,
19950184,WOS:000274670300022,LSHC-CT-2005-018914,European Community,EU,4,,
19226501,WOS:000265797800011,MEST-CT-2004-503322,European Community,EU,4,,
18573907,WOS:000258527000020,FP6,European Community,EU,4,,
18688285,WOS:000258936500017,QLK3-CT-1999-00859,European Community,EU,4,,
19805294,WOS:000270071600052,37665,European Community Integrated,EU,4,,
19435913,WOS:000266214400032,518234,"European Community Sixth Framework programme,",EU,4,,
19088461,WOS:000263747800007,HEALTHF22008-200515,European Community's FP7,EU,4,,
20948437,WOS:000283492300008,LSH-2005-518234,European Economic Community (EEC),EU,4,,
19468060,WOS:000267666100001,LSHB-CT-2005-518167,European FP6 Programme,EU,4,,
19444628,WOS:000270322900005,GRK 880/2,European Graduate College,EU,4,,
21663470,WOS:000291643800008,2008/14,European Hematology Association,EU,4,,
18824712,WOS:000259648300024,5U10 CA11488-32,European Organisation for Research and Treatment of Cancer Charitable Trust,EU,4,,
21215704,WOS:000287290300010,AdG09 250244,European Research Council,EU,4,,
19767732,WOS:000270596400029,605,European Respiratory Society Fellowship,EU,4,,
19238106,WOS:000265133300010,ESS2004/3,European Social Fund,EU,4,,
20086250,WOS:000275981900017,EUFP6 MSCNET,European Stem Cell Network,EU,4,,
20118961,WOS:000275357400014,222741,European Union,EU,4,,
19151717,WOS:000263091300024,513943,European Union,EU,4,,
19553639,WOS:000270138600019,LSHB-CT-2004-503319,European Union,EU,4,,
19822896,WOS:000272403000007,503216,European Union,EU,4,,
19864144,WOS:000274714300004,LSHB-CT-2006-037189,European Union,EU,4,,
18753414,WOS:000260977900026,LSHC-CT-2003-503297,European Union,EU,4,,
20385998,WOS:000277389600021,LSHC-CT2007-037665 CHEMORES,European Union,EU,4,,
20547850,WOS:000279332300044,LSHC-CT-2006-518234,European Union,EU,4,,
19660803,WOS:000274315900005,FOOD-CT-2004-506378,European Union,EU,4,,
20101507,WOS:000276203300011,18914,European Union,EU,4,,
19184600,WOS:000267391100006,518234,European Union,EU,4,,
19848584,WOS:000261492100010,LSHB-CT-2004-005276,European Union,EU,4,,
19451574,WOS:000266285300002,IC20-CT97-0019,European Union,EU,4,,
18414854,WOS:000259412300005,FP6,European Union,EU,4,,
20101507,WOS:000276203300011,518234,European Union,EU,4,,
20100961,WOS:000274892500028,37297,European Union,EU,4,,
19451574,WOS:000266285300002,CIPD-CT94-0307,European Union,EU,4,,
19451574,WOS:000266285300002,BMH4-CT97-2328,European Union,EU,4,,
19081138,WOS:000262810400019,IST-2004-0280069,European Union,EU,4,,
19464196,WOS:000267270700016,LHS-CT-2005-018914,European Union,EU,4,,
18753414,WOS:000260977900026,LSHC-CT-2004-503224,European Union,EU,4,,
19451574,WOS:000266285300002,BMH1-CT93-1078,European Union,EU,4,,
19184600,WOS:000267391100006,LSHC-CT-2006,European Union,EU,4,,
